Fiyat,İlçe,Mahalle,İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,İlan Oluşturma Tarihi,Türü,Tipi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu
15.500,Esenyurt,MehterçeşmeMahallesi,13911299,11 Eylül 2023,Kiralık,150 M2,4+1,3.Kat,Kombi Doğalgaz,11 Eylül 2023,Konut,Daire,160 M2,11-15,5,Boş
